pH,EC,CO3,HCO3,Cl,SO4,NO3,Ca,Mg,Na,K,F,tds,Actual_WQI,Predicted_WQI,Calculated_WQI,Classification
7.95,515.0,0.0,262.0,12.0,19.0,11.0,54.0,22.0,17.0,2.1,0.17,335,139.5889,139.37848875399996,159.185,Moderate (Filtration required)
7.76,700.0,0.0,305.0,50.0,41.0,3.0,74.0,26.0,37.0,1.0,0.96,418,183.14664,181.8479594899999,199.52800000000002,Moderate (Filtration required)
7.67,205.0,0.0,128.0,4.0,0.0,0.0,14.0,10.0,15.0,2.0,0.26,122,55.09738,56.55156713050003,58.301,Good (Minor treatment needed)
6.9,370.0,0.0,109.8,56.7,26.0,4.0,16.0,27.9,23.2,1.5,0.89,1126,224.9151,228.64874540000005,465.64000000000004,"Severely Contaminated (Avoid drinking, high health risk)"
8.463,227.6,3.0,116.0,21.3,9.3,0.0,30.0,6.1,16.4,4.3,0.21,181,68.706082,69.23537858000003,85.7689,Good (Minor treatment needed)
7.1,125.0,0.0,51.0,13.0,5.0,0.0,12.0,4.0,7.0,1.2,0.06,81,33.9726,33.57476113200001,39.33,Excellent (Safe for drinking)
6.88,661.0,0.0,329.0,39.0,5.0,8.0,52.0,33.0,32.0,7.0,1.9,378,169.68132,168.65985809999998,178.764,Moderate (Filtration required)
8.103,267.0,0.0,92.0,20.0,9.0,7.0,24.0,4.0,20.0,1.8,0.07,174,70.609542,71.55253039599995,80.43090000000001,Good (Minor treatment needed)
7.85,608.0,0.0,317.2,21.3,10.0,0.0,40.0,28.8,41.0,2.5,0.56,489,175.9571,175.5421864,218.595,Poor (Needs purification before use)
7.51,11370.0,0.0,488.0,2865.2,1075.0,20.0,232.0,436.8,1528.0,29.6,0.6,489,1893.24314,2049.270051999999,398.493,"Very Poor (Not suitable for drinking, high risk)"
8.0,315.0,0.0,92.0,37.0,19.0,10.0,18.0,9.0,36.0,2.0,0.56,597,140.296,140.89290419999998,249.3,Poor (Needs purification before use)
7.25,1484.0,0.0,323.0,249.0,32.0,116.0,116.0,64.0,128.0,18.0,0.58,890,383.4085,377.58679708700004,412.175,"Severely Contaminated (Avoid drinking, high health risk)"
8.3,1084.0,0.0,305.0,135.0,60.0,60.0,40.0,66.0,97.0,0.34,0.8,726,291.22224,293.00202960000007,324.69000000000005,"Very Poor (Not suitable for drinking, high risk)"
7.43,974.0,0.0,336.0,121.0,39.0,4.8,54.0,34.0,103.0,6.6,0.68,1126,327.56202,330.3517080000001,479.029,"Severely Contaminated (Avoid drinking, high health risk)"
7.86,2825.0,0.0,495.0,517.0,96.0,42.0,92.0,97.0,294.0,17.0,0.53,1126,613.52104,619.4743809999999,509.458,Highly Polluted (Not for any domestic use)
7.48,777.0,0.0,256.284,95.58,32.32,5.6,48.0,38.8864,33.0,7.0,0.008,505,202.4633696,204.2991789750001,230.30992,Poor (Needs purification before use)
8.07,515.0,0.0,280.6,7.1,11.0,0.0,56.0,21.6,7.9,2.7,0.0,489,159.95108,160.8723448000001,221.30100000000002,Poor (Needs purification before use)
8.17,2200.0,0.0,366.0,170.2,532.8,31.7,80.0,29.2,370.3,2.7,1.9,608,475.66038,456.88536239999985,278.411,Poor (Needs purification before use)
6.66,140.0,0.0,12.2,17.7,21.0,5.0,10.0,3.6,12.0,0.5,0.01,608,110.68804,111.12124620000007,249.27800000000002,Poor (Needs purification before use)
7.87,184.0,0.0,98.0,11.0,0.0,3.0,14.0,6.0,14.0,2.0,0.4,109,49.14518,50.91011127599996,51.961,Good (Minor treatment needed)
7.2,525.0,0.0,140.346,77.99,25.0,18.7,60.0,14.5824,30.5,1.6,0.2,315,135.6377856,135.67312614899998,150.53472,Moderate (Filtration required)
7.71,929.0,0.0,273.0,93.0,32.0,73.0,63.0,46.0,47.0,2.0,0.3,557,239.65094,239.8158955119999,257.813,Poor (Needs purification before use)
7.83,1220.0,0.0,366.0,132.0,25.0,108.0,104.0,58.0,49.0,1.6,0.26,597,296.90822,297.1796200000002,289.749,Poor (Needs purification before use)
7.78,679.0,0.0,252.0,43.0,32.0,15.0,54.0,29.0,29.0,12.3,0.2,407,173.85372,177.51635049300003,190.03400000000002,Moderate (Filtration required)
8.34,581.8,36.0,244.1,31.9,12.4,10.3,42.1,31.6,33.4,1.3,0.77,676,195.83436,196.07599659999997,295.01200000000006,Poor (Needs purification before use)
7.42,760.0,0.0,158.0,85.0,75.0,27.0,57.0,22.0,56.0,12.0,0.75,456,193.60388,195.566380008,208.326,Poor (Needs purification before use)
7.4,1495.0,0.0,345.0,235.0,10.0,127.0,46.0,100.0,100.0,2.7,0.83,972,390.8038,394.00805783899995,434.82000000000005,"Severely Contaminated (Avoid drinking, high health risk)"
7.8,1034.0,0.0,439.0,62.0,14.0,25.0,80.0,45.0,56.0,2.0,0.55,672,272.2592,275.62018622999994,308.64,"Very Poor (Not suitable for drinking, high risk)"
7.5,1044.0,0.0,214.0,134.0,61.0,42.0,102.0,22.0,50.0,1.5,0.45,679,269.12,271.8537992959998,311.05,"Very Poor (Not suitable for drinking, high risk)"
8.27,382.0,0.0,202.95,16.4,4.61,1.43,22.0,24.02,16.5,2.97,0.21,248,102.59709,102.40213120999995,115.487,Moderate (Filtration required)
5.9,488.0,0.0,177.0,25.0,18.0,23.0,50.0,13.0,19.0,1.0,0.03,395,139.8326,138.60209658399992,178.67000000000002,Moderate (Filtration required)
7.8,310.0,0.0,134.0,15.0,12.0,1.0,12.0,2.0,45.0,5.3,0.85,202,83.02,83.3032009768,87.34000000000002,Good (Minor treatment needed)
8.43,51.0,0.0,25.8,4.8,2.3,1.9,5.0,1.1,5.0,2.2,0.01,385,65.71602,68.98390200000009,158.359,Moderate (Filtration required)
8.3,730.0,20.0,274.1,37.3,27.1,7.1,41.0,21.4,43.1,9.7,0.4,282,161.2806,167.4935110199999,134.01,Moderate (Filtration required)
8.1,1228.0,0.0,366.0,213.0,51.0,7.3,28.0,14.592,238.0,6.7,1.3,823,331.114668,326.2497674000001,344.40760000000006,"Very Poor (Not suitable for drinking, high risk)"
7.84,873.8,0.0,329.5,46.1,45.8,64.3,28.1,51.0,52.4,7.1,1.35,246,188.77616,187.49687102000007,124.482,Moderate (Filtration required)
7.4,819.0,0.0,366.0,43.0,14.0,15.0,58.0,45.0,26.0,3.0,0.51,66,148.7956,151.32582580399998,59.519999999999996,Good (Minor treatment needed)
8.0,815.0,0.0,342.0,78.0,29.0,18.0,92.0,32.0,27.0,0.13,0.36,546,221.56028,224.66494539999994,258.0,Poor (Needs purification before use)
8.17,700.0,0.0,158.6,78.0,100.0,8.5,42.0,26.7,64.4,1.4,0.54,608,207.35598,208.75970920000003,266.261,Poor (Needs purification before use)
7.7,1010.0,0.0,242.0,162.0,25.0,25.0,86.0,40.0,45.0,5.1,0.93,646,258.4274,259.59309786,298.51000000000005,Poor (Needs purification before use)
8.33,1258.0,6.0,354.0,213.0,8.0,3.0,44.0,41.0,119.0,50.0,0.0,698,307.54262,309.441689967,307.199,"Very Poor (Not suitable for drinking, high risk)"
7.2,592.0,0.0,152.55,56.72,14.0,40.9,42.0,13.3672,29.4,13.1,0.1,355,149.6787688,152.84683008800005,160.77016,Moderate (Filtration required)
8.01,166.1,0.0,79.36,14.18,6.48,0.98,12.01,3.63,7.66,1.18,0.6,99,44.20842,44.074919820000005,46.695,Excellent (Safe for drinking)
8.22,2012.0,0.0,591.9,265.9,74.8,69.6,50.1,52.2,301.0,1.9,0.84,245,379.07418,367.1106504,131.156,Moderate (Filtration required)
7.8,520.0,0.0,231.0,27.0,10.0,15.0,48.0,17.0,32.0,0.6,0.11,338,139.0428,138.68784441300008,157.04000000000002,Moderate (Filtration required)
7.8,1212.0,0.0,303.0,145.0,28.0,60.0,125.0,43.0,42.0,1.2,0.35,788,312.8184,310.8732201280001,367.94,"Very Poor (Not suitable for drinking, high risk)"
7.5,500.0,0.0,183.0,49.6,4.0,8.1,20.0,14.6,57.0,7.0,0.16,608,171.6133,172.61430300000006,255.83,Poor (Needs purification before use)
7.78,4530.0,0.0,634.0,755.0,643.0,11.0,112.0,122.0,504.0,303.0,0.5,2837,1171.65892,1164.37160097,1207.334,Extremely Polluted (Only suitable for industrial use)
7.5,832.0,0.0,317.2,92.2,48.0,14.0,72.0,29.2,41.6,45.0,0.21,1126,309.1494,305.9480583999999,483.01000000000005,"Severely Contaminated (Avoid drinking, high health risk)"
7.3,4350.0,0.0,244.0,581.0,670.0,114.0,248.0,107.0,315.0,172.0,1.1,1126,864.8682,868.1841251999996,559.09,Highly Polluted (Not for any domestic use)
7.3,1095.0,0.0,358.0,92.0,14.0,78.0,101.0,35.0,58.0,1.2,0.3,712,289.0454,292.07470810000007,327.79,"Very Poor (Not suitable for drinking, high risk)"
7.9,1207.0,0.0,402.0,128.0,53.0,15.0,74.0,26.0,140.0,3.3,0.98,785,317.5514,318.85672451599993,346.37,"Very Poor (Not suitable for drinking, high risk)"
7.82,170.0,0.0,68.0,18.0,2.0,0.3,8.0,4.0,16.2,7.0,0.07,608,116.76578,117.21709819999997,249.14600000000002,Poor (Needs purification before use)
7.88,1828.0,0.0,467.0,230.0,89.0,77.0,50.0,85.0,191.0,10.2,0.8,1096,463.71252,471.88705030199986,481.264,"Severely Contaminated (Avoid drinking, high health risk)"
7.5,832.6,0.0,366.0,92.2,0.6,33.3,62.0,49.8,37.6,6.6,0.08,247,182.8177,174.43023566800005,134.59,Moderate (Filtration required)
7.97,989.0,0.0,409.0,72.0,18.0,32.0,112.0,27.0,52.0,4.4,0.37,643,263.93898,262.91750585399996,301.291,"Very Poor (Not suitable for drinking, high risk)"
7.37,408.0,0.0,61.0,42.0,18.0,52.0,38.0,16.0,9.0,3.6,0.5,244,103.89878,103.95351455399992,116.01100000000001,Moderate (Filtration required)
7.3,525.0,0.0,237.0,27.0,30.0,12.0,60.0,16.0,30.0,1.4,0.98,341,142.8976,140.64022460400008,161.39000000000001,Moderate (Filtration required)
8.0,731.0,0.0,363.0,20.0,19.0,14.0,59.0,21.0,53.0,1.2,0.09,475,196.2992,196.64415626199997,216.4,Poor (Needs purification before use)
7.34,449.0,0.0,146.0,36.0,46.0,0.0,44.0,13.0,28.0,2.5,0.11,269,115.91476,117.08019139599999,126.902,Moderate (Filtration required)
6.86,44.0,0.0,24.4,7.0,0.0,0.3,6.0,2.4,3.4,0.6,0.38,608,96.12434,97.1050017999999,247.77800000000002,Poor (Needs purification before use)
7.12,746.0,0.0,312.0,32.0,15.0,41.0,98.0,9.0,32.0,2.3,0.15,447,194.70348,193.55536203199995,213.036,Poor (Needs purification before use)
6.97,280.0,0.0,61.0,36.0,33.0,0.04,26.0,4.0,14.0,2.7,0.38,168,71.3295,73.05178678399997,78.291,Good (Minor treatment needed)
7.56,969.0,0.0,334.0,106.0,15.0,36.0,84.0,27.0,68.0,7.9,0.1,581,248.96824,249.02045852000003,267.968,Poor (Needs purification before use)
7.7,1864.0,0.0,387.0,104.0,167.0,39.0,35.0,77.0,103.0,9.3,1.12,1212,463.8166,482.25600975700013,520.71,Highly Polluted (Not for any domestic use)
7.54,1338.0,0.0,378.0,156.0,98.0,111.0,136.0,73.0,17.0,1.2,1.34,802,351.75576,349.03287109199994,385.762,"Very Poor (Not suitable for drinking, high risk)"
7.4,4930.0,0.0,756.648,1013.87,288.5,138.0,100.0,223.5968,515.3,137.1,0.8,2958,1239.402155,1241.5308148399993,1282.4990400000002,Extremely Polluted (Only suitable for industrial use)
7.0,7800.0,0.0,842.0,2084.0,211.0,3.7,152.0,219.0,1182.0,11.0,0.5,4378,1874.8541,1885.1779692400003,1864.6,Extremely Polluted (Only suitable for industrial use)
7.78,497.0,0.0,85.0,35.0,85.0,38.0,20.0,26.0,47.0,9.0,0.25,312,132.51192,131.29399946300006,140.93400000000003,Moderate (Filtration required)
7.5,7226.0,0.0,122.0,2538.0,289.0,13.5,216.0,340.48,925.0,3.7,0.31,4841,1855.05862,1874.1293820799995,2105.594,"Toxic Water (Unsafe for any use, needs extreme treatment)"
7.92,925.0,0.0,464.0,50.0,36.0,42.0,44.0,51.0,95.0,0.4,1.12,620,258.67928,252.19148915700003,278.876,Poor (Needs purification before use)
7.4,580.0,0.0,189.0,67.0,21.0,9.0,38.0,27.0,38.0,0.6,0.14,377,151.6782,153.27086486800007,172.52,Moderate (Filtration required)
7.49,1172.0,0.0,375.0,137.0,24.0,44.0,124.0,23.0,75.0,5.9,0.34,703,300.34326,299.887447438,327.547,"Very Poor (Not suitable for drinking, high risk)"
8.17,3645.0,0.0,390.0,360.0,596.0,23.0,58.0,89.0,450.0,5.0,1.27,2187,895.56038,929.3058547339991,921.3510000000001,Highly Polluted (Not for any domestic use)
7.9,1029.0,0.0,291.0,67.0,9.0,18.0,51.0,19.0,86.0,0.56,0.06,669,256.63496,268.417260776,290.97,Poor (Needs purification before use)
7.8,380.0,0.0,99.0,39.0,78.0,1.0,40.0,19.0,22.0,2.0,0.24,228,101.7572,99.86868042400002,111.24000000000001,Moderate (Filtration required)
7.92,637.0,0.0,279.0,25.0,15.0,40.0,58.0,16.0,38.0,2.7,0.4,382,167.77808,167.71240656,177.376,Moderate (Filtration required)
7.38,1600.0,0.0,314.0,220.0,150.0,65.0,174.0,51.0,68.0,1.2,0.57,960,407.88052,408.4016613519998,453.714,"Severely Contaminated (Avoid drinking, high health risk)"
7.64,1380.0,0.0,702.0,101.0,10.0,6.0,125.0,65.0,68.0,10.2,0.97,897,370.95516,360.9873501590002,418.092,"Severely Contaminated (Avoid drinking, high health risk)"
7.7,1120.0,0.0,567.0,25.0,40.0,6.0,18.0,19.0,202.0,1.2,3.54,658,292.06,289.3972447319999,276.61,Poor (Needs purification before use)
7.5,3010.0,0.0,305.0,780.0,102.0,74.0,334.0,113.0,90.0,1.21,0.23,2017,775.25476,775.4598874820002,943.1500000000001,Highly Polluted (Not for any domestic use)
8.2,1820.0,0.0,596.0,253.0,20.0,3.0,42.0,51.0,272.0,3.3,0.36,1183,472.8286,476.5718274999999,503.56,Highly Polluted (Not for any domestic use)
8.07,697.0,0.0,275.0,53.25,49.76,4.18,22.0,43.74,48.06,6.63,0.61,453,185.1905,187.808451321,203.34300000000002,Poor (Needs purification before use)
8.48,1145.0,43.0,145.0,248.0,34.0,8.9,59.0,38.0,118.0,4.2,0.14,262,219.26762,228.94718101599994,136.44400000000002,Moderate (Filtration required)
7.58,5388.0,0.0,159.0,1829.0,206.0,56.0,180.0,294.0,607.0,8.5,0.28,3610,1387.23512,1379.0475769199995,1588.474,Extremely Polluted (Only suitable for industrial use)
8.09,836.0,0.0,281.0,110.0,20.0,6.15,60.0,47.0,26.0,4.63,0.44,543,217.14499,219.00281784099988,251.727,Poor (Needs purification before use)
6.88,283.0,0.0,79.3,35.5,23.4,0.5,28.0,12.2,6.2,2.6,0.4,1126,209.07822,211.51959240000008,464.52400000000006,"Severely Contaminated (Avoid drinking, high health risk)"
7.8,535.0,0.0,107.0,36.0,21.0,12.0,22.0,7.0,19.0,19.75,0.62,348,131.6552,139.14176456299998,150.24,Moderate (Filtration required)
7.69,1037.0,0.0,610.0,50.0,24.0,9.4,44.0,32.0,136.0,1.1,1.28,622,280.08246,273.30464049999983,273.907,Poor (Needs purification before use)
7.65,204.0,0.0,55.0,35.0,0.0,10.0,18.0,2.0,21.0,3.0,0.0,123,53.3361,53.78770263399999,57.495000000000005,Good (Minor treatment needed)
7.72,1664.0,0.0,549.2,159.5,70.2,60.4,52.1,83.8,98.8,60.3,0.38,364,334.48418,329.7853512000003,188.686,Moderate (Filtration required)
7.84,3688.0,0.0,476.0,567.0,462.0,16.0,72.0,68.0,635.0,5.2,0.62,489,677.54496,683.4346398000005,239.95200000000003,Poor (Needs purification before use)
7.7,5350.0,0.0,238.0,1562.0,182.5,0.3,280.0,248.0,396.0,32.0,1.04,3210,1292.6067,1306.5518216600008,1444.71,Extremely Polluted (Only suitable for industrial use)
6.23,100.0,0.0,31.0,14.0,6.0,1.3,6.0,7.0,3.1,2.4,0.02,608,104.63822,105.09158820000002,248.96900000000002,Poor (Needs purification before use)
7.56,1017.0,0.0,343.0,92.0,13.0,83.0,98.0,27.0,40.0,47.0,0.36,610,266.04584,264.9520594410001,283.76800000000003,Poor (Needs purification before use)
7.99,825.3,0.0,366.1,60.3,34.6,8.3,8.0,75.3,40.0,9.9,0.49,562,222.56766,228.78618399599986,252.187,Poor (Needs purification before use)
7.6,367.0,0.0,153.0,22.0,8.0,18.0,38.0,11.0,12.0,10.5,0.18,239,99.1584,98.71296701,112.58000000000001,Moderate (Filtration required)
7.86,803.0,0.0,232.0,99.0,0.0,0.0,82.0,35.0,22.0,4.0,0.04,514,201.57304,202.316755058,243.05800000000002,Poor (Needs purification before use)
7.24,1724.0,0.0,317.0,306.0,62.0,114.0,72.0,83.0,119.0,3.8,1.17,1126,448.71016,449.20292927400027,499.07200000000006,"Severely Contaminated (Avoid drinking, high health risk)"
7.38,376.0,0.0,207.0,14.0,14.0,16.0,48.0,17.0,13.0,0.3,0.4,252,106.59012,103.73118224000005,122.51400000000001,Moderate (Filtration required)
7.59,2680.0,0.0,432.0,426.0,134.0,166.7,164.0,118.6,111.7,80.3,1.05,608,529.61446,538.4016306000003,330.257,"Very Poor (Not suitable for drinking, high risk)"
7.69,543.0,0.0,195.0,36.0,60.0,6.7,44.0,22.0,33.0,8.3,0.22,325,142.28956,140.89895244100006,152.107,Moderate (Filtration required)
8.23,1641.0,0.0,524.6,127.8,157.0,128.1,60.0,36.3,93.5,254.3,0.53,608,391.00792,376.4451466,274.559,Poor (Needs purification before use)
8.75,784.0,18.0,12.0,132.0,55.0,64.0,30.0,8.5,82.0,78.0,0.56,470,196.278,199.51884199200015,202.175,Poor (Needs purification before use)
7.84,4432.0,0.0,256.0,1333.0,213.0,123.0,140.28,204.0,510.0,9.6,0.96,2969,1152.32732,1138.7344160400012,1293.2360000000003,Extremely Polluted (Only suitable for industrial use)
7.2,485.0,0.0,122.0,44.1,18.4,29.2,29.0,11.8,35.3,4.3,0.35,1181,249.7629,249.2717715999999,486.80000000000007,"Severely Contaminated (Avoid drinking, high health risk)"
7.87,3180.0,0.0,542.9,545.9,307.2,63.5,176.0,14.6,512.9,30.5,0.12,608,628.88358,613.585515,302.741,"Very Poor (Not suitable for drinking, high risk)"
7.46,934.0,0.0,258.0,144.0,19.0,18.0,94.0,40.0,27.0,1.9,0.48,560,234.84384,238.27863298199998,266.438,Poor (Needs purification before use)
7.61,1491.0,0.0,537.0,181.0,57.0,50.0,14.0,9.7,308.0,4.9,0.92,894,392.87524,384.2297513809998,366.99300000000005,"Very Poor (Not suitable for drinking, high risk)"
7.99,860.0,0.0,293.0,80.0,25.0,50.0,76.0,29.0,52.0,1.4,0.57,597,234.56526,234.70446059999995,272.697,Poor (Needs purification before use)
8.8,2027.0,60.0,268.0,390.0,177.0,31.0,24.0,34.0,395.0,5.4,2.21,938,472.2316,465.29951559999967,395.24,"Very Poor (Not suitable for drinking, high risk)"
7.83,864.0,0.0,338.0,80.0,14.0,19.0,76.0,16.0,69.0,15.8,0.17,562,229.60142,229.9311673999998,254.749,Poor (Needs purification before use)
7.39,1713.0,0.0,488.0,220.0,110.0,122.0,36.0,114.0,116.0,22.0,0.47,1126,460.99846,455.0883103980001,497.617,"Severely Contaminated (Avoid drinking, high health risk)"
7.61,1469.0,0.0,311.0,213.0,129.0,37.0,106.0,24.0,97.0,91.0,0.31,887,377.34054,376.6725125820001,396.083,"Very Poor (Not suitable for drinking, high risk)"
8.09,800.0,0.0,183.0,138.0,39.0,31.0,18.0,72.0,42.0,1.0,0.19,454,199.01526,199.9694769680001,211.02700000000002,Poor (Needs purification before use)
8.28,363.0,0.0,215.25,2.138,0.3,0.0,28.0,13.365,21.83,0.54,0.957,235,97.918023,99.61010386399994,108.89349999999999,Moderate (Filtration required)
8.15,911.0,0.0,427.0,85.0,71.0,13.0,84.0,49.0,41.0,16.0,1.48,546,246.1461,236.81365893900002,260.745,Poor (Needs purification before use)
7.6,4690.0,0.0,976.3,937.6,376.0,145.9,93.0,95.5,797.0,152.9,2.91,1181,994.0424,951.0529162,531.23,Highly Polluted (Not for any domestic use)
6.8,455.0,0.0,183.06,42.54,9.5,33.1,44.0,17.0128,20.4,1.0,0.1,273,121.1032712,118.53705303999996,129.54384000000002,Moderate (Filtration required)
7.9,458.0,0.0,146.0,47.0,15.0,18.0,26.0,14.0,44.0,2.5,0.19,298,121.1146,122.03022114000004,133.57,Moderate (Filtration required)
8.29,1392.0,0.0,414.8,202.1,24.6,3.6,36.0,26.7,221.2,5.4,0.23,110,247.42356,254.46091792800004,65.297,Good (Minor treatment needed)
7.6,1134.0,0.0,387.0,99.0,31.0,22.0,63.0,34.0,86.0,7.4,0.67,737,293.8408,300.1772199999998,326.18,"Very Poor (Not suitable for drinking, high risk)"
7.9,435.0,0.0,152.0,30.0,18.0,25.0,34.0,13.0,34.0,0.8,0.38,283,116.5004,116.69416227799994,129.67000000000002,Moderate (Filtration required)
7.71,1600.0,0.0,244.0,248.2,170.0,78.0,152.0,19.4,115.0,31.0,0.23,608,360.26374,360.4841478,296.933,Poor (Needs purification before use)
7.42,210.0,0.0,61.0,21.0,24.0,14.0,4.0,1.0,41.0,4.0,0.42,126,57.36388,54.613795634999995,54.126000000000005,Good (Minor treatment needed)
7.5,1239.0,0.0,184.0,203.0,89.0,13.0,84.0,15.0,102.0,2.69,0.04,805,313.51264,319.52335366299997,353.95,"Very Poor (Not suitable for drinking, high risk)"
7.78,467.0,0.0,134.0,47.0,29.0,25.0,34.0,16.0,36.0,2.6,0.12,304,124.58552,123.90817728499998,138.93400000000003,Moderate (Filtration required)
7.97,1020.0,0.0,427.0,71.0,97.0,6.6,36.0,56.0,100.0,1.2,0.91,683,278.93658,277.1219387399999,303.19100000000003,"Very Poor (Not suitable for drinking, high risk)"
7.73,1110.0,0.0,183.0,191.0,63.0,95.0,124.0,22.0,67.0,2.1,0.77,744,298.26082,293.882301401,343.71900000000005,"Very Poor (Not suitable for drinking, high risk)"
7.41,931.0,0.0,341.6,106.5,34.4,0.1,64.0,54.7,32.6,6.1,0.19,774,267.49854,275.7132585760002,347.43300000000005,"Very Poor (Not suitable for drinking, high risk)"
7.95,160.0,0.0,61.0,7.0,29.0,0.0,8.0,15.0,4.0,2.0,0.06,96,43.2013,42.410976299999994,47.685,Excellent (Safe for drinking)
7.7,1378.0,0.0,281.0,249.0,43.0,58.0,88.0,24.0,154.0,17.0,0.0,1126,393.1198,395.45500499999986,486.31000000000006,"Severely Contaminated (Avoid drinking, high health risk)"
8.53,333.3,27.0,183.1464,85.08,29.0742,0.0487,30.02,27.89806,52.2,11.27,1.0,216,102.3140686,97.02101163800002,106.334418,Moderate (Filtration required)
7.7,1718.0,0.0,268.0,161.0,108.0,43.0,100.0,73.0,74.0,1.44,1.22,1117,423.71544,442.5127390000001,501.01,Highly Polluted (Not for any domestic use)
8.11,465.0,0.0,207.0,36.0,17.0,4.0,44.0,19.0,28.0,0.4,0.35,312,126.60194,126.52271283899996,146.133,Moderate (Filtration required)
7.51,160.0,0.0,61.0,7.0,28.0,0.0,6.0,9.0,14.0,1.0,0.16,96,43.26514,42.358447380000015,45.153000000000006,Excellent (Safe for drinking)
7.74,627.0,0.0,317.2,7.1,31.4,0.0,76.0,24.0,5.1,10.1,0.03,489,179.57826,179.42971139999997,227.92200000000003,Poor (Needs purification before use)
8.12,4820.0,0.0,244.0,455.0,1560.0,130.0,160.0,109.0,697.0,15.0,1.12,2892,1270.23568,1220.8626039600003,1239.936,Extremely Polluted (Only suitable for industrial use)
7.7,516.0,0.0,149.0,30.0,23.0,2.0,27.0,7.0,35.0,7.1,0.32,335,129.9974,135.684821901,146.51,Moderate (Filtration required)
9.05,320.0,0.0,79.3,49.7,1.3,17.4,30.06,4.864,23.0,9.7,0.0,192,82.404176,82.9873458768,89.99220000000001,Good (Minor treatment needed)
6.93,7150.0,0.0,305.0,2385.6,319.0,10.7,84.0,338.8,837.3,6.3,0.4,608,1234.17582,1330.7300743999992,372.119,"Very Poor (Not suitable for drinking, high risk)"
8.3,950.0,0.0,195.0,195.0,50.0,23.0,31.0,31.0,135.0,8.7,0.2,1629,395.4704,397.8104502999998,672.69,Highly Polluted (Not for any domestic use)
8.16,2157.0,0.0,598.0,305.0,107.0,104.0,48.0,85.0,309.0,6.2,0.64,1445,581.13844,572.8720208,620.348,Highly Polluted (Not for any domestic use)
8.16,520.0,0.0,195.0,50.0,24.0,6.0,32.0,22.0,36.0,9.0,0.4,298,132.45824,133.91921961600008,137.84799999999998,Moderate (Filtration required)
7.8,2582.0,0.0,573.6,365.1,256.6,39.6,72.1,35.2,417.4,11.6,2.08,311,484.4123,482.7563385999997,158.93,Moderate (Filtration required)
6.76,95.0,0.0,37.7,10.25,3.05,2.02,7.67,2.31,9.02,3.0,0.6,57,25.69212,26.40208144799999,27.822,Excellent (Safe for drinking)
8.15,652.0,0.0,268.0,92.0,6.24,35.0,44.0,22.0,88.7,0.1,0.48,391,176.04148,169.8822598729999,178.645,Moderate (Filtration required)
8.16,635.0,0.0,244.0,57.0,32.0,0.0,20.0,48.0,35.0,3.5,0.5,381,161.99624,165.00190201200007,175.24800000000002,Moderate (Filtration required)
8.54,572.0,30.0,122.0,71.0,19.0,12.7,28.0,16.9,61.4,4.2,1.13,608,179.48876,183.5894883,259.232,Poor (Needs purification before use)
